Player,Age,Tm,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Fmb,Awards,Year
Vai Sikahema,28.0,PHO,RB,16.0,0.0,3.0,8.0,0.0,4.0,2.7,0.5,0.2,2.0,,1990
Dan Stryzinski,25.0,PIT,P,16.0,0.0,3.0,17.0,0.0,9.0,5.7,1.1,0.2,0.0,,1990
Lars Tate,24.0,CHI,RB,3.0,0.0,3.0,5.0,0.0,4.0,1.7,1.7,1.0,0.0,,1990
Alexander Wright,23.0,DAL,WR,15.0,1.0,3.0,26.0,0.0,14.0,8.7,1.7,0.2,1.0,,1990
Fred Barnett,24.0,PHI,WR,16.0,11.0,2.0,13.0,0.0,12.0,6.5,0.8,0.1,0.0,,1990
Cris Carter,25.0,MIN,WR,16.0,5.0,2.0,6.0,0.0,8.0,3.0,0.4,0.1,0.0,,1990
Henry Ellard,29.0,RAM,WR,15.0,15.0,2.0,21.0,0.0,13.0,10.5,1.4,0.1,4.0,,1990
Keith English,24.0,RAM,P,16.0,0.0,2.0,-19.0,0.0,-8.0,-9.5,-1.2,0.1,0.0,,1990
Jeff Feagles,24.0,PHI,P,16.0,0.0,2.0,3.0,0.0,3.0,1.5,0.2,0.1,0.0,,1990
Irving Fryar,28.0,NWE,WR,16.0,15.0,2.0,-4.0,0.0,-1.0,-2.0,-0.3,0.1,1.0,,1990
Babe Laufenberg,31.0,DAL,QB,4.0,1.0,2.0,6.0,0.0,5.0,3.0,1.5,0.5,1.0,,1990
Terance Mathis,23.0,NYJ,WR,16.0,1.0,2.0,9.0,0.0,10.0,4.5,0.6,0.1,1.0,,1990
Rob Moore,22.0,NYJ,WR,15.0,13.0,2.0,-4.0,0.0,4.0,-2.0,-0.3,0.1,1.0,,1990
Jamie Morris,25.0,NWE,RB,5.0,0.0,2.0,4.0,0.0,3.0,2.0,0.8,0.4,1.0,,1990
Ron Morris,26.0,CHI,WR,15.0,15.0,2.0,26.0,0.0,16.0,13.0,1.7,0.1,0.0,,1990
Harry Newsome,27.0,MIN,P,16.0,0.0,2.0,-2.0,0.0,,-1.0,-0.1,0.1,1.0,,1990
Gary Plummer,30.0,SDG,LILB,16.0,15.0,2.0,3.0,1.0,2.0,1.5,0.2,0.1,0.0,,1990
Mike Pringle,23.0,ATL,RB,3.0,0.0,2.0,9.0,0.0,9.0,4.5,3.0,0.7,0.0,,1990
Jerry Rice,28.0,SFO,WR,16.0,16.0,2.0,0.0,0.0,,0.0,0.0,0.1,1.0,"PB,AP-1,AP MVP-7,AP OPoY-5",1990
Sterling Sharpe,25.0,GNB,WR,16.0,16.0,2.0,14.0,0.0,10.0,7.0,0.9,0.1,0.0,PB,1990
Dwight Stone,26.0,PIT,WR,16.0,2.0,2.0,-6.0,0.0,10.0,-3.0,-0.4,0.1,1.0,,1990
Troy Taylor,22.0,NYJ,QB,2.0,0.0,2.0,20.0,1.0,15.0,10.0,10.0,1.0,0.0,,1990
Calvin Williams,23.0,PHI,WR,16.0,14.0,2.0,20.0,0.0,18.0,10.0,1.3,0.1,2.0,,1990
Ron Wolfley,28.0,PHO,RB,13.0,2.0,2.0,3.0,0.0,2.0,1.5,0.2,0.2,0.0,,1990
Flipper Anderson,25.0,RAM,WR,16.0,13.0,1.0,13.0,0.0,13.0,13.0,0.8,0.1,0.0,,1990
Stephen Baker,26.0,NYG,WR,16.0,8.0,1.0,3.0,0.0,3.0,3.0,0.2,0.1,0.0,,1990
Fred Banks,28.0,MIA,WR,8.0,1.0,1.0,3.0,0.0,3.0,3.0,0.4,0.1,0.0,,1990
Michael Barber,23.0,CIN,WR,16.0,1.0,1.0,-13.0,0.0,-13.0,-13.0,-0.8,0.1,0.0,,1990
Bill Bates,29.0,DAL,DB,16.0,0.0,1.0,4.0,0.0,4.0,4.0,0.3,0.1,0.0,,1990
Don Beebe,26.0,BUF,WR,12.0,4.0,1.0,23.0,0.0,23.0,23.0,1.9,0.1,0.0,,1990
A.B. Brown,25.0,NYJ,RB,1.0,0.0,1.0,8.0,0.0,8.0,8.0,8.0,1.0,0.0,,1990
Maury Buford,30.0,CHI,P,16.0,0.0,1.0,-9.0,0.0,-9.0,-9.0,-0.6,0.1,1.0,,1990
Rich Camarillo,31.0,PHO,P,16.0,0.0,1.0,-11.0,0.0,-11.0,-11.0,-0.7,0.1,1.0,,1990
Jeff Carlson,24.0,TAM,QB,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,1.0,,1990
Jeff Chadwick,30.0,SEA,WR,16.0,0.0,1.0,-3.0,0.0,-3.0,-3.0,-0.2,0.1,1.0,,1990
Gary Clark,28.0,WAS,WR,16.0,16.0,1.0,1.0,0.0,1.0,1.0,0.1,0.1,0.0,PB,1990
Ferrell Edmunds,25.0,MIA,TE,16.0,16.0,1.0,-7.0,0.0,-7.0,-7.0,-0.4,0.1,2.0,PB,1990
Vince Evans,35.0,RAI,QB,5.0,0.0,1.0,-2.0,0.0,-2.0,-2.0,-0.4,0.2,0.0,,1990
John Friesz,23.0,SDG,QB,1.0,1.0,1.0,3.0,0.0,3.0,3.0,3.0,1.0,0.0,,1990
Chris Gannon,24.0,NWE,DE,6.0,2.0,1.0,0.0,0.0,,0.0,0.0,0.2,1.0,,1990
Kelly Goodburn,28.0,KAN,P,3.0,0.0,1.0,5.0,0.0,5.0,5.0,1.7,0.3,0.0,,1990
Brian Hansen,30.0,NWE,P,16.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.1,1.0,,1990
Bruce Hill,26.0,TAM,WR,13.0,13.0,1.0,0.0,0.0,,0.0,0.0,0.1,0.0,,1990
Mark Ingram,25.0,NYG,WR,16.0,14.0,1.0,4.0,0.0,4.0,4.0,0.3,0.1,1.0,,1990
Lynn James,25.0,CIN,WR,11.0,0.0,1.0,11.0,0.0,11.0,11.0,1.0,0.1,0.0,,1990
Fred Jones,23.0,KAN,WR,6.0,0.0,1.0,-1.0,0.0,-1.0,-1.0,-0.2,0.2,1.0,,1990
Hassan Jones,26.0,MIN,WR,15.0,10.0,1.0,-7.0,0.0,-7.0,-7.0,-0.5,0.1,0.0,,1990
Tony Jones,25.0,HOU,WR,15.0,0.0,1.0,-2.0,0.0,-2.0,-2.0,-0.1,0.1,0.0,,1990
Perry Kemp,28.0,GNB,WR,16.0,16.0,1.0,-1.0,0.0,-1.0,-1.0,-0.1,0.1,2.0,,1990
Louis Lipps,28.0,PIT,WR,14.0,14.0,1.0,-5.0,0.0,-5.0,-5.0,-0.4,0.1,1.0,,1990
Tony Martin,25.0,MIA,WR,16.0,5.0,1.0,8.0,0.0,8.0,8.0,0.5,0.1,4.0,,1990
Dennis McKinnon,29.0,DAL,WR,9.0,7.0,1.0,-8.0,0.0,-8.0,-8.0,-0.9,0.1,1.0,,1990
Travis McNeal,23.0,SEA,TE,16.0,14.0,1.0,2.0,0.0,2.0,2.0,0.1,0.1,0.0,,1990
Ralf Mojsiejenko,27.0,WAS,P,12.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.1,0.0,,1990
William Perry,28.0,CHI,LDT,16.0,16.0,1.0,-1.0,0.0,-1.0,-1.0,-0.1,0.1,0.0,,1990
Kerry Porter,26.0,DEN,RB,13.0,3.0,1.0,3.0,0.0,3.0,3.0,0.2,0.1,0.0,,1990
Ricky Proehl,22.0,PHO,WR,16.0,2.0,1.0,4.0,0.0,4.0,4.0,0.3,0.1,0.0,,1990
Barry Redden,30.0,CLE,RB,5.0,0.0,1.0,-1.0,0.0,-1.0,-1.0,-0.2,0.2,0.0,,1990
Mike Saxon,28.0,DAL,P,16.0,0.0,1.0,20.0,0.0,20.0,20.0,1.3,0.1,0.0,,1990
J.T. Smith,35.0,PHO,WR,13.0,8.0,1.0,4.0,0.0,4.0,4.0,0.3,0.1,0.0,,1990
Tom Tupa,24.0,PHO,QB,15.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.1,1.0,,1990
Mark Vlasic,27.0,SDG,QB,6.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.2,1.0,,1990
Doug Wellsandt,23.0,NYJ,TE,16.0,2.0,1.0,-3.0,0.0,-3.0,-3.0,-0.2,0.1,0.0,,1990
Walter Wilson,24.0,SDG,TE,14.0,5.0,1.0,0.0,0.0,,0.0,0.0,0.1,0.0,,1990
