Player,Age,Tm,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Fmb,Awards,Year
Curvin Richards,23.0,DAL,RB,2.0,0.0,2.0,4.0,0.0,3.0,2.0,2.0,1.0,0.0,,1991
Reggie Rivers,23.0,DEN,RB,16.0,0.0,2.0,5.0,0.0,3.0,2.5,0.3,0.1,0.0,,1991
Chris Samuels,22.0,SDG,RB,3.0,0.0,2.0,10.0,0.0,6.0,5.0,3.3,0.7,0.0,,1991
Ernie Thompson,22.0,RAM,RB,4.0,0.0,2.0,9.0,0.0,9.0,4.5,2.3,0.5,0.0,,1991
Peter Tom Willis,24.0,CHI,QB,4.0,0.0,2.0,6.0,0.0,8.0,3.0,1.5,0.5,0.0,,1991
Alexander Wright,24.0,DAL,WR,16.0,5.0,2.0,-1.0,0.0,3.0,-0.5,-0.1,0.1,0.0,,1991
Louie Aguiar,25.0,NYJ,P,16.0,0.0,1.0,18.0,0.0,18.0,18.0,1.1,0.1,0.0,,1991
Fred Barnett,25.0,PHI,WR,15.0,15.0,1.0,0.0,0.0,,0.0,0.0,0.1,2.0,,1991
Tommy Barnhardt,28.0,NOR,P,16.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.1,0.0,,1991
Eddie Brown,29.0,CIN,WR,13.0,12.0,1.0,8.0,0.0,8.0,8.0,0.6,0.1,0.0,,1991
Jarrod Bunch,23.0,NYG,FB,16.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.1,1.0,,1991
Chris Burkett,29.0,NYJ,WR,15.0,1.0,1.0,-2.0,0.0,-2.0,-2.0,-0.1,0.1,0.0,,1991
Gene Chilton,27.0,NWE,C,16.0,16.0,1.0,0.0,0.0,,0.0,0.0,0.1,1.0,,1991
Gary Clark,29.0,WAS,WR,16.0,16.0,1.0,0.0,0.0,,0.0,0.0,0.1,0.0,"PB,AP-2",1991
Ben Coates,22.0,NWE,TE,16.0,2.0,1.0,-6.0,0.0,-6.0,-6.0,-0.4,0.1,0.0,,1991
Lawrence Dawsey,24.0,TAM,WR,16.0,10.0,1.0,9.0,1.0,9.0,9.0,0.6,0.1,0.0,AP ORoY-4,1991
Al Edwards,24.0,BUF,WR,16.0,5.0,1.0,17.0,0.0,17.0,17.0,1.1,0.1,2.0,,1991
Terrence Flagler,27.0,PHO,RB,7.0,0.0,1.0,7.0,0.0,7.0,7.0,1.0,0.1,0.0,,1991
Brad Goebel,24.0,PHI,QB,5.0,2.0,1.0,2.0,0.0,2.0,2.0,0.4,0.2,2.0,,1991
Jackie Harris,23.0,GNB,TE,16.0,6.0,1.0,1.0,0.0,1.0,1.0,0.1,0.1,1.0,,1991
Steve Hendrickson,25.0,SDG,TE,15.0,4.0,1.0,3.0,1.0,3.0,3.0,0.2,0.1,0.0,,1991
Mark Herrmann,32.0,IND,QB,2.0,0.0,1.0,-1.0,0.0,-1.0,-1.0,-0.5,0.5,0.0,,1991
Drew Hill,35.0,HOU,WR,16.0,16.0,1.0,1.0,0.0,1.0,1.0,0.1,0.1,2.0,,1991
Darvell Huffman,24.0,IND,WR,3.0,0.0,1.0,-8.0,0.0,-8.0,-8.0,-2.7,0.3,0.0,,1991
Kenny Jackson,29.0,PHI,WR,16.0,2.0,1.0,18.0,0.0,18.0,18.0,1.1,0.1,0.0,,1991
Shawn Jefferson,22.0,SDG,WR,16.0,3.0,1.0,27.0,0.0,27.0,27.0,1.7,0.1,0.0,,1991
Lee Johnson,30.0,CIN,P,16.0,0.0,1.0,-2.0,0.0,-2.0,-2.0,-0.1,0.1,1.0,,1991
Craig Kupp,24.0,PHO,QB,1.0,0.0,1.0,5.0,0.0,5.0,5.0,5.0,1.0,1.0,,1991
Terance Mathis,24.0,NYJ,WR,16.0,1.0,1.0,19.0,0.0,19.0,19.0,1.2,0.1,4.0,,1991
Paul McJulien,26.0,GNB,P,16.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.1,1.0,,1991
Browning Nagle,23.0,NYJ,QB,1.0,0.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,,1991
Todd Philcox,25.0,CLE,QB,4.0,0.0,1.0,-1.0,0.0,-1.0,-1.0,-0.3,0.3,0.0,,1991
Joe Prokop,31.0,SFO,P,11.0,0.0,1.0,-10.0,0.0,-10.0,-10.0,-0.9,0.1,1.0,,1991
Jerry Rice,29.0,SFO,WR,16.0,16.0,1.0,2.0,0.0,2.0,2.0,0.1,0.1,1.0,PB,1991
Andre Rison,24.0,ATL,WR,16.0,15.0,1.0,-9.0,0.0,-9.0,-9.0,-0.6,0.1,1.0,"PB,AP-2",1991
Pat Ryan,36.0,PHI,QB,4.0,0.0,1.0,-2.0,0.0,-2.0,-2.0,-0.5,0.3,2.0,,1991
Shannon Sharpe,23.0,DEN,TE,16.0,9.0,1.0,15.0,0.0,15.0,15.0,0.9,0.1,0.0,,1991
Rohn Stark,32.0,IND,P,16.0,0.0,1.0,-13.0,0.0,-13.0,-13.0,-0.8,0.1,1.0,,1991
Dwight Stone,27.0,PIT,WR,16.0,8.0,1.0,2.0,0.0,2.0,2.0,0.1,0.1,0.0,,1991
Troy Stradford,27.0,KAN,RB,10.0,0.0,1.0,7.0,0.0,7.0,7.0,0.7,0.1,0.0,,1991
Michael Timpson,24.0,NWE,WR,16.0,2.0,1.0,-4.0,0.0,-4.0,-4.0,-0.3,0.1,2.0,,1991
Clarence Verdin,28.0,IND,WR,16.0,0.0,1.0,4.0,0.0,4.0,4.0,0.3,0.1,2.0,,1991
Mark Vlasic,28.0,KAN,QB,6.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,-0.2,0.2,1.0,,1991
Erik Wilhelm,26.0,CIN,QB,4.0,1.0,1.0,9.0,0.0,9.0,9.0,2.3,0.3,1.0,,1991
