Player,Age,Tm,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Fmb,Awards,Year
Blair Thomas,25.0,NYJ,RB,9.0,7.0,97.0,440.0,0.0,19.0,4.5,48.9,10.8,2.0,,1992
Amp Lee,21.0,SFO,RB,16.0,3.0,91.0,362.0,2.0,43.0,4.0,22.6,5.7,1.0,AP ORoY-6,1992
Darren Lewis,24.0,CHI,RB,16.0,5.0,90.0,382.0,4.0,33.0,4.2,23.9,5.6,4.0,,1992
Randall Cunningham,29.0,PHI,QB,15.0,15.0,87.0,549.0,5.0,30.0,6.3,36.6,5.8,13.0,AP-2,1992
Tony Smith,22.0,ATL,RB,14.0,6.0,87.0,329.0,2.0,32.0,3.8,23.5,6.2,4.0,,1992
Steve Broussard,25.0,ATL,RB,15.0,1.0,84.0,363.0,1.0,27.0,4.3,24.2,5.6,3.0,,1992
Nick Bell,24.0,RAI,RB,16.0,1.0,81.0,366.0,3.0,66.0,4.5,22.9,5.1,2.0,,1992
Keith Jones,26.0,ATL,RB,16.0,8.0,79.0,278.0,0.0,26.0,3.5,17.4,4.9,2.0,,1992
Harvey Williams,25.0,KAN,RB,14.0,0.0,78.0,262.0,1.0,11.0,3.4,18.7,5.6,1.0,,1992
Darrell Thompson,25.0,GNB,RB,7.0,4.0,76.0,254.0,2.0,33.0,3.3,36.3,10.9,2.0,,1992
Steve Young,31.0,SFO,QB,16.0,16.0,76.0,537.0,4.0,39.0,7.1,33.6,4.8,9.0,"PB,AP-1,AP MVP-1,AP OPoY-1",1992
John Stephens,26.0,NWE,FB,16.0,16.0,75.0,277.0,2.0,19.0,3.7,17.3,4.7,0.0,,1992
Eric Bieniemy,23.0,SDG,RB,15.0,0.0,74.0,264.0,3.0,21.0,3.6,17.6,4.9,4.0,,1992
Reggie Rivers,24.0,DEN,RB,16.0,3.0,74.0,282.0,3.0,48.0,3.8,17.6,4.6,2.0,,1992
Greg Lewis,23.0,DEN,RB,16.0,2.0,73.0,268.0,4.0,22.0,3.7,16.8,4.6,2.0,,1992
Eric Metcalf,24.0,CLE,RB,16.0,5.0,73.0,301.0,1.0,31.0,4.1,18.8,4.6,6.0,,1992
Ivory Lee Brown,23.0,PHO,RB,7.0,5.0,68.0,194.0,2.0,13.0,2.9,27.7,9.7,0.0,,1992
Marcus Allen,32.0,RAI,RB,16.0,0.0,67.0,301.0,2.0,21.0,4.5,18.8,4.2,1.0,,1992
Edgar Bennett,23.0,GNB,RB,16.0,2.0,61.0,214.0,0.0,18.0,3.5,13.4,3.8,2.0,,1992
Tom Rathman,30.0,SFO,FB,15.0,15.0,57.0,194.0,5.0,17.0,3.4,12.9,3.8,1.0,,1992
Gary Anderson,31.0,TAM,RB,15.0,4.0,55.0,194.0,1.0,18.0,3.5,12.9,3.7,3.0,,1992
Ronnie Harmon,28.0,SDG,RB,16.0,2.0,55.0,235.0,3.0,33.0,4.3,14.7,3.4,4.0,PB,1992
Leroy Hoard,24.0,CLE,RB,16.0,9.0,54.0,236.0,0.0,37.0,4.4,14.8,3.4,3.0,,1992
Johnny Bailey,25.0,PHO,RB,12.0,2.0,52.0,233.0,1.0,15.0,4.5,19.4,4.3,2.0,PB,1992
Harry Sydney,33.0,GNB,FB,16.0,10.0,51.0,163.0,2.0,19.0,3.2,10.2,3.2,2.0,,1992
Curvin Richards,24.0,DAL,RB,9.0,0.0,49.0,176.0,1.0,15.0,3.6,19.6,5.4,3.0,,1992
Brett Favre,23.0,GNB,QB,15.0,13.0,47.0,198.0,1.0,19.0,4.2,13.2,3.1,12.0,PB,1992
Jim Harbaugh,29.0,CHI,QB,16.0,13.0,47.0,272.0,1.0,17.0,5.8,17.0,2.9,6.0,,1992
Rich Gannon,27.0,MIN,QB,12.0,12.0,45.0,187.0,0.0,14.0,4.2,15.6,3.8,5.0,,1992
Steve Smith,28.0,RAI,FB,16.0,15.0,44.0,129.0,0.0,15.0,2.9,8.1,2.8,0.0,,1992
Keith Henderson,26.0,2TM,RB,15.0,0.0,44.0,150.0,1.0,12.0,3.4,10.0,2.9,4.0,,1992
Keith Henderson,26.0,SFO,RB,2.0,0.0,10.0,37.0,0.0,9.0,3.7,18.5,5.0,3.0,,1992
Keith Henderson,26.0,MIN,RB,13.0,0.0,34.0,113.0,1.0,12.0,3.3,8.7,2.6,1.0,,1992
Freeman McNeil,33.0,NYJ,RB,12.0,1.0,43.0,170.0,0.0,18.0,4.0,14.2,3.6,1.0,,1992
Keith Byars,29.0,PHI,TE/FB,15.0,15.0,41.0,176.0,1.0,23.0,4.3,11.7,2.7,1.0,,1992
Merril Hoge,27.0,PIT,FB,16.0,11.0,41.0,150.0,0.0,15.0,3.7,9.4,2.6,3.0,,1992
Ken Clark,26.0,IND,RB,13.0,2.0,40.0,134.0,0.0,13.0,3.4,10.3,3.1,0.0,,1992
Carwell Gardner,26.0,BUF,FB,16.0,7.0,40.0,166.0,2.0,19.0,4.2,10.4,2.5,0.0,,1992
Fred McAfee,24.0,NOR,RB,14.0,1.0,39.0,114.0,1.0,19.0,2.9,8.1,2.8,0.0,,1992
Troy Aikman,26.0,DAL,QB,16.0,16.0,37.0,105.0,1.0,19.0,2.8,6.6,2.3,4.0,PB,1992
Larry Centers,24.0,PHO,FB,16.0,1.0,37.0,139.0,0.0,28.0,3.8,8.7,2.3,1.0,,1992
Dave Krieg,34.0,KAN,QB,16.0,16.0,37.0,74.0,2.0,17.0,2.0,4.6,2.3,10.0,,1992
Chris Chandler,27.0,PHO,QB,15.0,13.0,36.0,149.0,1.0,18.0,4.1,9.9,2.4,9.0,,1992
Mark Rypien,30.0,WAS,QB,16.0,16.0,36.0,50.0,2.0,11.0,1.4,3.1,2.3,4.0,,1992
Vinny Testaverde,29.0,TAM,QB,14.0,14.0,36.0,197.0,2.0,18.0,5.5,14.1,2.6,4.0,,1992
Jeff Hostetler,31.0,NYG,QB,13.0,9.0,35.0,172.0,3.0,27.0,4.9,13.2,2.7,6.0,,1992
Scott Lockwood,24.0,NWE,RB,4.0,0.0,35.0,162.0,0.0,23.0,4.6,40.5,8.8,1.0,,1992
Leroy Thompson,23.0,PIT,RB,15.0,2.0,35.0,157.0,1.0,25.0,4.5,10.5,2.3,2.0,,1992
John Elway,32.0,DEN,QB,12.0,12.0,34.0,94.0,2.0,9.0,2.8,7.8,2.8,12.0,,1992
David Lang,24.0,RAM,FB,16.0,11.0,33.0,203.0,5.0,71.0,6.2,12.7,2.1,5.0,,1992
Robert Delpino,27.0,RAM,RB,10.0,4.0,32.0,115.0,0.0,31.0,3.6,11.5,3.2,2.0,,1992
Jim Everett,29.0,RAM,QB,16.0,16.0,32.0,133.0,0.0,22.0,4.2,8.3,2.0,5.0,,1992
Bobby Hebert,32.0,NOR,QB,16.0,16.0,32.0,95.0,0.0,18.0,3.0,5.9,2.0,3.0,,1992
Dave Meggett,26.0,NYG,RB,16.0,0.0,32.0,167.0,0.0,30.0,5.2,10.4,2.0,5.0,,1992
Jim Kelly,32.0,BUF,QB,16.0,16.0,31.0,53.0,1.0,10.0,1.7,3.3,1.9,8.0,"PB,AP-2,AP OPoY-6",1992
Stan Humphries,27.0,SDG,QB,16.0,15.0,28.0,79.0,4.0,25.0,2.8,4.9,1.8,9.0,,1992
Rueben Mayes,29.0,SEA,RB,16.0,0.0,28.0,74.0,0.0,14.0,2.6,4.6,1.8,1.0,,1992
Jay Schroeder,31.0,RAI,QB,13.0,9.0,28.0,160.0,0.0,19.0,5.7,12.3,2.2,5.0,,1992
Cody Carlson,29.0,HOU,QB,11.0,6.0,27.0,77.0,1.0,13.0,2.9,7.0,2.5,8.0,,1992
Pat Chaffey,25.0,NYJ,RB,14.0,0.0,27.0,186.0,1.0,32.0,6.9,13.3,1.9,0.0,,1992
Warren Moon,36.0,HOU,QB,11.0,10.0,27.0,147.0,1.0,23.0,5.4,13.4,2.5,7.0,PB,1992
Neil O'Donnell,26.0,PIT,QB,12.0,12.0,27.0,5.0,1.0,9.0,0.2,0.4,2.3,6.0,PB,1992
A.B. Brown,27.0,NYJ,RB,7.0,1.0,24.0,42.0,0.0,9.0,1.8,6.0,3.4,1.0,,1992
Johnny Hector,32.0,NYJ,RB,5.0,1.0,24.0,67.0,0.0,14.0,2.8,13.4,4.8,1.0,,1992
Browning Nagle,24.0,NYJ,QB,14.0,13.0,24.0,57.0,0.0,20.0,2.4,4.1,1.7,12.0,,1992
Mike Tomczak,30.0,CLE,QB,12.0,8.0,24.0,39.0,0.0,16.0,1.6,3.3,2.0,5.0,,1992
Mark Green,25.0,CHI,RB,15.0,0.0,23.0,107.0,2.0,18.0,4.7,7.1,1.5,0.0,,1992
Chris Miller,27.0,ATL,QB,8.0,8.0,23.0,89.0,0.0,16.0,3.9,11.1,2.9,6.0,,1992
Sammie Smith,25.0,DEN,RB,3.0,1.0,23.0,94.0,0.0,15.0,4.1,31.3,7.7,0.0,,1992
Boomer Esiason,31.0,CIN,QB,12.0,11.0,21.0,66.0,0.0,15.0,3.1,5.5,1.8,12.0,,1992
Todd McNair,27.0,KAN,RB,16.0,0.0,21.0,124.0,1.0,30.0,5.9,7.8,1.3,1.0,,1992
Rodney Peete,26.0,DET,QB,10.0,10.0,21.0,83.0,0.0,12.0,4.0,8.3,2.1,6.0,,1992
Erric Pegram,23.0,ATL,RB,16.0,1.0,21.0,89.0,0.0,15.0,4.2,5.6,1.3,0.0,,1992
Donald Hollas,25.0,CIN,QB,10.0,1.0,20.0,109.0,0.0,24.0,5.5,10.9,2.0,6.0,,1992
Dan Marino,31.0,MIA,QB,16.0,16.0,20.0,66.0,0.0,12.0,3.3,4.1,1.3,5.0,PB,1992
Andre Ware,24.0,DET,QB,4.0,3.0,20.0,124.0,0.0,32.0,6.2,31.0,5.0,6.0,,1992
Gary Brown,23.0,HOU,RB,16.0,0.0,19.0,87.0,1.0,26.0,4.6,5.4,1.2,0.0,,1992
Anthony Thompson,25.0,2TM,RB,8.0,0.0,19.0,65.0,1.0,12.0,3.4,8.1,2.4,1.0,,1992
Anthony Thompson,25.0,PHO,RB,1.0,0.0,8.0,8.0,1.0,6.0,1.0,8.0,8.0,0.0,,1992
Anthony Thompson,25.0,RAM,RB,7.0,0.0,11.0,57.0,0.0,12.0,5.2,8.1,1.6,1.0,,1992
Scott Zolak,25.0,NWE,QB,6.0,4.0,18.0,71.0,0.0,19.0,3.9,11.8,3.0,5.0,,1992
James Brooks,34.0,2TM,RB,6.0,2.0,18.0,44.0,0.0,13.0,2.4,7.3,3.0,1.0,,1992
James Brooks,34.0,CLE,RB,4.0,2.0,13.0,38.0,0.0,13.0,2.9,9.5,3.3,0.0,,1992
James Brooks,34.0,TAM,RB,2.0,0.0,5.0,6.0,0.0,4.0,1.2,3.0,2.5,1.0,,1992
Daryl Johnston,26.0,DAL,FB,16.0,16.0,17.0,61.0,0.0,14.0,3.6,3.8,1.1,0.0,,1992
Hugh Millen,29.0,NWE,QB,7.0,7.0,17.0,108.0,0.0,26.0,6.4,15.4,2.4,8.0,,1992
Tommie Agee,28.0,DAL,RB,16.0,0.0,16.0,54.0,0.0,10.0,3.4,3.4,1.0,0.0,,1992
Eric Ball,26.0,CIN,FB,16.0,14.0,16.0,55.0,2.0,17.0,3.4,3.4,1.0,1.0,,1992
Anthony Carter,32.0,MIN,WR,16.0,14.0,16.0,66.0,1.0,14.0,4.1,4.1,1.0,1.0,,1992
Stan Gelbaugh,30.0,SEA,QB,10.0,8.0,16.0,79.0,0.0,22.0,4.9,7.9,1.6,9.0,,1992
Steve Bono,30.0,SFO,QB,16.0,0.0,15.0,23.0,0.0,19.0,1.5,1.4,0.9,2.0,,1992
Wade Wilson,33.0,ATL,QB,9.0,3.0,15.0,62.0,0.0,12.0,4.1,6.9,1.7,0.0,,1992
Jeff George,25.0,IND,QB,10.0,10.0,14.0,26.0,1.0,13.0,1.9,2.6,1.4,6.0,,1992
Scottie Graham,23.0,NYJ,RB,2.0,0.0,14.0,29.0,0.0,6.0,2.1,14.5,7.0,0.0,,1992
Anthony McDowell,24.0,TAM,FB,12.0,8.0,14.0,81.0,0.0,23.0,5.8,6.8,1.2,1.0,,1992
Jack Trudeau,30.0,IND,QB,11.0,5.0,13.0,6.0,0.0,5.0,0.5,0.5,1.2,3.0,,1992
Erik Kramer,28.0,DET,QB,7.0,3.0,12.0,34.0,0.0,11.0,2.8,4.9,1.7,4.0,,1992
Dwight Stone,28.0,PIT,WR,15.0,12.0,12.0,118.0,0.0,30.0,9.8,7.9,0.8,0.0,,1992
Troy Stradford,28.0,2TM,RB,8.0,0.0,12.0,41.0,0.0,11.0,3.4,5.1,1.5,0.0,,1992
Troy Stradford,28.0,RAM,RB,2.0,0.0,3.0,12.0,0.0,5.0,4.0,6.0,1.5,0.0,,1992
Troy Stradford,28.0,DET,RB,6.0,0.0,9.0,29.0,0.0,11.0,3.2,4.8,1.5,0.0,,1992
Jeff Carlson,26.0,NWE,QB,3.0,2.0,11.0,32.0,0.0,7.0,2.9,10.7,3.7,2.0,,1992
Vince Evans,37.0,RAI,QB,5.0,0.0,11.0,79.0,0.0,16.0,7.2,15.8,2.2,1.0,,1992
David Klingler,23.0,CIN,QB,4.0,4.0,11.0,53.0,0.0,12.0,4.8,13.3,2.8,3.0,AP ORoY-5,1992
Arthur Marshall,23.0,DEN,WR,16.0,1.0,11.0,56.0,0.0,16.0,5.1,3.5,0.7,3.0,,1992
Sean Salisbury,29.0,MIN,QB,10.0,4.0,11.0,0.0,0.0,,0.0,0.0,1.1,4.0,,1992
Ottis Anderson,35.0,NYG,RB,13.0,0.0,10.0,31.0,0.0,6.0,3.1,2.4,0.8,0.0,,1992
Randy Baldwin,25.0,CLE,RB,15.0,0.0,10.0,31.0,0.0,11.0,3.1,2.1,0.7,1.0,,1992
Bubby Brister,30.0,PIT,QB,6.0,4.0,10.0,16.0,0.0,8.0,1.6,2.7,1.7,2.0,,1992
Darrin Nelson,33.0,MIN,RB,16.0,0.0,10.0,5.0,0.0,9.0,0.5,0.3,0.6,2.0,,1992
Kevin Turner,23.0,NWE,FB,16.0,1.0,10.0,40.0,0.0,11.0,4.0,2.5,0.6,2.0,,1992
Tommy Maddox,21.0,DEN,QB,13.0,4.0,9.0,20.0,0.0,11.0,2.2,1.5,0.7,4.0,,1992
Todd Marinovich,23.0,RAI,QB,7.0,7.0,9.0,30.0,0.0,11.0,3.3,4.3,1.3,4.0,,1992
Frank Reich,31.0,BUF,QB,16.0,0.0,9.0,-9.0,0.0,,-1.0,-0.6,0.6,3.0,,1992
Jerry Rice,30.0,SFO,WR,16.0,16.0,9.0,58.0,1.0,26.0,6.4,3.6,0.6,2.0,"PB,AP-1",1992
Timm Rosenbach,26.0,PHO,QB,8.0,3.0,9.0,11.0,0.0,10.0,1.2,1.4,1.1,4.0,,1992
Kelly Stouffer,28.0,SEA,QB,9.0,7.0,9.0,37.0,0.0,11.0,4.1,4.1,1.0,12.0,,1992
Robert Green,22.0,WAS,RB,15.0,0.0,8.0,46.0,0.0,23.0,5.8,3.1,0.5,0.0,,1992
Alonzo Highsmith,27.0,TAM,RB,5.0,2.0,8.0,23.0,0.0,5.0,2.9,4.6,1.6,0.0,,1992
Marc Logan,27.0,SFO,RB,16.0,1.0,8.0,44.0,1.0,26.0,5.5,2.8,0.5,0.0,,1992
Don Majkowski,28.0,GNB,QB,14.0,3.0,8.0,33.0,0.0,8.0,4.1,2.4,0.6,4.0,,1992
Buford McGee,32.0,GNB,RB,4.0,3.0,8.0,19.0,0.0,4.0,2.4,4.8,2.0,0.0,,1992
Ostell Miles,22.0,CIN,RB,11.0,0.0,8.0,22.0,0.0,9.0,2.8,2.0,0.7,0.0,,1992
Scott Mitchell,24.0,MIA,QB,16.0,0.0,8.0,10.0,0.0,8.0,1.3,0.6,0.5,1.0,,1992
Shawn Moore,24.0,DEN,QB,3.0,0.0,8.0,39.0,0.0,11.0,4.9,13.0,2.7,3.0,,1992
Ken O'Brien,32.0,NYJ,QB,10.0,3.0,8.0,8.0,0.0,7.0,1.0,0.8,0.8,0.0,,1992
Andre Reed,28.0,BUF,WR,16.0,16.0,8.0,65.0,0.0,24.0,8.1,4.1,0.5,4.0,PB,1992
Ernest Givins,28.0,HOU,WR,16.0,16.0,7.0,75.0,0.0,44.0,10.7,4.7,0.4,3.0,PB,1992
Tony Paige,30.0,MIA,FB,16.0,16.0,7.0,11.0,1.0,6.0,1.6,0.7,0.4,1.0,,1992
Eddie Fuller,24.0,BUF,RB,8.0,0.0,6.0,39.0,0.0,15.0,6.5,4.9,0.8,0.0,,1992
Kent Graham,24.0,NYG,QB,6.0,3.0,6.0,36.0,0.0,15.0,6.0,6.0,1.0,1.0,,1992
Jim McMahon,33.0,PHI,QB,4.0,1.0,6.0,23.0,0.0,11.0,3.8,5.8,1.5,0.0,,1992
Brian Mitchell,24.0,WAS,RB,16.0,0.0,6.0,70.0,0.0,33.0,11.7,4.4,0.4,4.0,,1992
Art Monk,35.0,WAS,WR,16.0,14.0,6.0,45.0,0.0,16.0,7.5,2.8,0.4,1.0,,1992
Bernie Parmalee,25.0,MIA,RB,10.0,0.0,6.0,38.0,0.0,20.0,6.3,3.8,0.6,3.0,,1992
Phil Simms,37.0,NYG,QB,4.0,4.0,6.0,17.0,0.0,7.0,2.8,4.3,1.5,0.0,,1992
Lewis Tillman,26.0,NYG,RB,16.0,0.0,6.0,13.0,0.0,6.0,2.2,0.8,0.4,0.0,,1992
Cris Carter,27.0,MIN,WR,12.0,12.0,5.0,15.0,0.0,6.0,3.0,1.3,0.4,1.0,,1992
Sam Gash,23.0,NWE,FB,15.0,0.0,5.0,7.0,1.0,4.0,1.4,0.5,0.3,1.0,,1992
Dennis Gentry,33.0,CHI,WR,15.0,1.0,5.0,2.0,0.0,3.0,0.4,0.1,0.3,0.0,,1992
Tom Hodson,25.0,NWE,QB,9.0,3.0,5.0,11.0,0.0,5.0,2.2,1.2,0.6,2.0,,1992
Stanford Jennings,30.0,TAM,RB,11.0,0.0,5.0,25.0,0.0,10.0,5.0,2.3,0.5,1.0,,1992
Bernie Kosar,29.0,CLE,QB,7.0,7.0,5.0,12.0,0.0,8.0,2.4,1.7,0.7,1.0,,1992
Mike Pritchard,23.0,ATL,WR,16.0,15.0,5.0,37.0,0.0,22.0,7.4,2.3,0.3,3.0,,1992
Tommy Barnhardt,29.0,NOR,P,16.0,0.0,4.0,-2.0,0.0,12.0,-0.5,-0.1,0.3,2.0,,1992
Steve Beuerlein,27.0,DAL,QB,16.0,0.0,4.0,-7.0,0.0,-1.0,-1.8,-0.4,0.3,0.0,,1992
Sheldon Canley,24.0,NYJ,RB,1.0,0.0,4.0,9.0,0.0,4.0,2.3,9.0,4.0,0.0,,1992
Dexter Carter,25.0,SFO,RB,3.0,0.0,4.0,9.0,0.0,6.0,2.3,3.0,1.3,0.0,,1992
Maurice Carthon,31.0,IND,FB,16.0,5.0,4.0,9.0,0.0,5.0,2.3,0.6,0.3,0.0,,1992
Wendell Davis,26.0,CHI,WR,16.0,15.0,4.0,42.0,0.0,21.0,10.5,2.6,0.3,0.0,,1992
Joe Johnson,30.0,MIN,WR,15.0,6.0,4.0,26.0,0.0,9.0,6.5,1.7,0.3,0.0,,1992
Ricky Sanders,32.0,WAS,WR,15.0,5.0,4.0,-6.0,0.0,3.0,-1.5,-0.4,0.3,0.0,,1992
James Saxon,26.0,MIA,FB,16.0,0.0,4.0,7.0,0.0,4.0,1.8,0.4,0.3,0.0,,1992
Sterling Sharpe,27.0,GNB,WR,16.0,16.0,4.0,8.0,0.0,14.0,2.0,0.5,0.3,2.0,"PB,AP-1,AP MVP-4,AP OPoY-4",1992
Ed Tillison,23.0,DET,FB,6.0,0.0,4.0,22.0,0.0,10.0,5.5,3.7,0.7,0.0,,1992
Billy Joe Tolliver,26.0,ATL,QB,9.0,5.0,4.0,15.0,0.0,15.0,3.8,1.7,0.4,5.0,,1992
Tim Brown,26.0,RAI,WR,15.0,12.0,3.0,-4.0,0.0,3.0,-1.3,-0.3,0.2,6.0,,1992
Mike Buck,25.0,NOR,QB,2.0,0.0,3.0,-4.0,0.0,-1.0,-1.3,-2.0,1.5,0.0,,1992
Cary Conklin,24.0,WAS,QB,1.0,0.0,3.0,-4.0,0.0,-1.0,-1.3,-4.0,3.0,0.0,,1992
Aaron Craver,24.0,MIA,RB,6.0,0.0,3.0,9.0,0.0,8.0,3.0,1.5,0.5,0.0,,1992
Steve DeBerg,38.0,TAM,QB,6.0,2.0,3.0,3.0,0.0,4.0,1.0,0.5,0.5,2.0,,1992
Quinn Early,27.0,NOR,WR,16.0,16.0,3.0,-1.0,0.0,7.0,-0.3,-0.1,0.2,0.0,,1992
Bob Gagliano,34.0,SDG,QB,5.0,1.0,3.0,-4.0,0.0,,-1.3,-0.8,0.6,1.0,,1992
Mark Herrmann,33.0,IND,QB,1.0,1.0,3.0,-2.0,0.0,,-0.7,-2.0,3.0,0.0,,1992
Desmond Howard,22.0,WAS,WR,16.0,1.0,3.0,14.0,0.0,7.0,4.7,0.9,0.2,1.0,AP ORoY-6,1992
Mark Jackson,29.0,DEN,WR,16.0,13.0,3.0,-1.0,0.0,1.0,-0.3,-0.1,0.2,0.0,,1992
Tracy Johnson,26.0,SEA,RB,16.0,0.0,3.0,26.0,0.0,19.0,8.7,1.6,0.2,0.0,,1992
Terance Mathis,25.0,NYJ,WR,16.0,1.0,3.0,25.0,1.0,10.0,8.3,1.6,0.2,2.0,,1992
Shawn McCarthy,24.0,NWE,P,16.0,0.0,3.0,-10.0,0.0,,-3.3,-0.6,0.2,1.0,,1992
Dan McGwire,25.0,SEA,QB,2.0,1.0,3.0,13.0,0.0,11.0,4.3,6.5,1.5,1.0,,1992
Joe Montana,36.0,SFO,QB,1.0,0.0,3.0,28.0,0.0,16.0,9.3,28.0,3.0,0.0,,1992
Anthony Morgan,25.0,CHI,WR,12.0,4.0,3.0,68.0,0.0,35.0,22.7,5.7,0.3,0.0,,1992
