Player,Rec_Rec,Rec_Yds,Rec_TD,Rec_Y/R,Year,Rec_Tgt,Rec_Y/Tgt
Ryan Mathews,13.0,115.0,1.0,8.8,2016,14.0,8.2
Thomas Rawls,13.0,96.0,0.0,7.4,2016,17.0,5.6
Jacquizz Rodgers,13.0,98.0,0.0,7.5,2016,16.0,6.1
Alfred Blue,12.0,40.0,0.0,3.3,2016,16.0,2.5
Andre Ellington,12.0,85.0,0.0,7.1,2016,19.0,4.5
Robert Kelley,12.0,82.0,1.0,6.8,2016,18.0,4.6
Jamize Olawale,12.0,227.0,1.0,18.9,2016,14.0,16.2
Alex Collins,11.0,84.0,0.0,7.6,2016,11.0,7.6
Shane Vereen,11.0,94.0,0.0,8.5,2016,19.0,4.9
Mike Tolbert,10.0,72.0,1.0,7.2,2016,15.0,4.8
Dwayne Washington,10.0,62.0,0.0,6.2,2016,15.0,4.1
Kenyan Drake,9.0,46.0,0.0,5.1,2016,10.0,4.6
Mike Gillislee,9.0,50.0,1.0,5.6,2016,11.0,4.5
Nick O'Leary,9.0,114.0,0.0,12.7,2016,14.0,8.1
Aaron Ripkowski,9.0,46.0,1.0,5.1,2016,10.0,4.6
DuJuan Harris,8.0,115.0,1.0,14.4,2016,9.0,12.8
Matt Jones,8.0,73.0,0.0,9.1,2016,8.0,9.1
Jonathan Stewart,8.0,60.0,0.0,7.5,2016,21.0,2.9
LeGarrette Blount,7.0,38.0,0.0,5.4,2016,8.0,4.8
Reggie Bush,7.0,90.0,0.0,12.9,2016,10.0,9.0
Patrick DiMarco,7.0,52.0,1.0,7.4,2016,10.0,5.2
De'Anthony Thomas,7.0,35.0,0.0,5.0,2016,9.0,3.9
Ronnie Hillman,7.0,93.0,0.0,13.3,2016,15.0,6.2
Ronnie Hillman,4.0,43.0,0.0,10.8,2016,7.0,6.1
Ronnie Hillman,3.0,50.0,0.0,16.7,2016,8.0,6.3
Jerome Felton,6.0,57.0,0.0,9.5,2016,9.0,6.3
Arian Foster,6.0,78.0,0.0,13.0,2016,10.0,7.8
Wendell Smallwood,6.0,55.0,0.0,9.2,2016,13.0,4.2
Antone Smith,6.0,77.0,0.0,12.8,2016,9.0,8.6
Danny Woodhead,6.0,35.0,1.0,5.8,2016,8.0,4.4
C.J. Spiller,6.0,50.0,1.0,8.3,2016,13.0,3.8
C.J. Spiller,5.0,43.0,1.0,8.6,2016,9.0,4.8
C.J. Spiller,1.0,7.0,0.0,7.0,2016,4.0,1.8
Ameer Abdullah,5.0,57.0,1.0,11.4,2016,5.0,11.4
Peyton Barber,5.0,28.0,0.0,5.6,2016,6.0,4.7
Kenjon Barner,5.0,42.0,0.0,8.4,2016,11.0,3.8
Ka'Deem Carey,5.0,55.0,0.0,11.0,2016,7.0,7.9
Andy Janovich,5.0,44.0,0.0,8.8,2016,7.0,6.3
Marcel Reece,5.0,73.0,0.0,14.6,2016,5.0,14.6
Knile Davis,5.0,25.0,0.0,5.0,2016,7.0,3.6
Knile Davis,2.0,4.0,0.0,2.0,2016,2.0,2.0
Knile Davis,3.0,21.0,0.0,7.0,2016,5.0,4.2
Corey Grant,4.0,35.0,1.0,8.8,2016,7.0,5.0
Mike James,4.0,22.0,0.0,5.5,2016,4.0,5.5
Taiwan Jones,4.0,43.0,0.0,10.8,2016,4.0,10.8
Eddie Lacy,4.0,28.0,0.0,7.0,2016,7.0,4.0
Anthony Sherman,4.0,11.0,0.0,2.8,2016,6.0,1.8
Danny Vitale,4.0,27.0,0.0,6.8,2016,5.0,5.4
Derek Watt,4.0,83.0,0.0,20.8,2016,4.0,20.8
Javorius Allen,3.0,15.0,0.0,5.0,2016,4.0,3.8
Malcolm Brown,3.0,46.0,0.0,15.3,2016,3.0,15.3
Mike Davis,3.0,25.0,0.0,8.3,2016,5.0,5.0
James Develin,3.0,18.0,0.0,6.0,2016,6.0,3.0
Tyler Ervin,3.0,18.0,0.0,6.0,2016,5.0,3.6
Akeem Hunt,3.0,29.0,0.0,9.7,2016,4.0,7.3
Byron Marshall,3.0,10.0,0.0,3.3,2016,5.0,2.0
Darren McFadden,3.0,17.0,0.0,5.7,2016,5.0,3.4
Alfred Morris,3.0,11.0,0.0,3.7,2016,6.0,1.8
Adrian Peterson,3.0,8.0,0.0,2.7,2016,6.0,1.3
Lorenzo Taliaferro,3.0,10.0,0.0,3.3,2016,3.0,3.3
Fitzgerald Toussaint,3.0,33.0,0.0,11.0,2016,3.0,11.0
Kapri Bibbs,2.0,75.0,1.0,37.5,2016,4.0,18.8
Brandon Bolden,2.0,15.0,0.0,7.5,2016,4.0,3.8
Jamaal Charles,2.0,14.0,0.0,7.0,2016,3.0,4.7
Orleans Darkwa,2.0,12.0,0.0,6.0,2016,4.0,3.0
Daniel Lasco,2.0,11.0,0.0,5.5,2016,4.0,2.8
J.D. McKissic,2.0,16.0,0.0,8.0,2016,2.0,8.0
Roosevelt Nix,2.0,5.0,0.0,2.5,2016,2.0,2.5
Brandon Wilds,2.0,20.0,0.0,10.0,2016,2.0,10.0
Cameron Artis-Payne,1.0,11.0,0.0,11.0,2016,1.0,11.0
Joique Bell,1.0,-2.0,0.0,-2.0,2016,1.0,-2.0
Joique Bell,0.0,0.0,0.0,0.0,2016,0.0,0.0
Joique Bell,1.0,-2.0,0.0,-2.0,2016,1.0,-2.0
Jalston Fowler,1.0,14.0,0.0,14.0,2016,2.0,7.0
Paul Lasike,1.0,3.0,0.0,3.0,2016,1.0,3.0
Marcus Murphy,1.0,3.0,0.0,3.0,2016,1.0,3.0
Isaiah Pead,1.0,6.0,0.0,6.0,2016,1.0,6.0
Troymaine Pope,1.0,5.0,0.0,5.0,2016,2.0,2.5
Troymaine Pope,0.0,0.0,0.0,0.0,2016,0.0,0.0
Troymaine Pope,1.0,5.0,0.0,5.0,2016,2.0,2.5
Jay Prosch,1.0,6.0,0.0,6.0,2016,1.0,6.0
Chase Reynolds,1.0,4.0,0.0,4.0,2016,1.0,4.0
Rod Smith,1.0,4.0,0.0,4.0,2016,1.0,4.0
Terron Ward,1.0,11.0,0.0,11.0,2016,2.0,5.5
Terrell Watson,1.0,5.0,0.0,5.0,2016,1.0,5.0
Jonathan Williams,1.0,0.0,0.0,0.0,2016,2.0,0.0
Kerwynn Williams,1.0,6.0,0.0,6.0,2016,2.0,3.0
Antonio Andrews,0.0,0.0,0.0,0.0,2016,0.0,0.0
George Atkinson,0.0,0.0,0.0,0.0,2016,0.0,0.0
Joe Banyard,0.0,0.0,0.0,0.0,2016,0.0,0.0
Brandon Burks,0.0,0.0,0.0,0.0,2016,0.0,0.0
Michael Burton,0.0,0.0,0.0,0.0,2016,1.0,0.0
Bronson Hill,0.0,0.0,0.0,0.0,2016,1.0,0.0
Don Jackson,0.0,0.0,0.0,0.0,2016,1.0,0.0
Chris Johnson,0.0,0.0,0.0,0.0,2016,1.0,0.0
Joe Kerridge,0.0,0.0,0.0,0.0,2016,0.0,0.0
Zach Line,0.0,0.0,0.0,0.0,2016,3.0,0.0
Terrence Magee,0.0,0.0,0.0,0.0,2016,0.0,0.0
Raheem Mostert,0.0,0.0,0.0,0.0,2016,0.0,0.0
Cedric Peerman,0.0,0.0,0.0,0.0,2016,1.0,0.0
Daryl Richardson,0.0,0.0,0.0,0.0,2016,0.0,0.0
Stevan Ridley,0.0,0.0,0.0,0.0,2016,0.0,0.0
Khiry Robinson,0.0,0.0,0.0,0.0,2016,0.0,0.0
Stepfan Taylor,0.0,0.0,0.0,0.0,2016,0.0,0.0
Juwan Thompson,0.0,0.0,0.0,0.0,2016,1.0,0.0
Jordan Todman,0.0,0.0,0.0,0.0,2016,1.0,0.0
Will Tukuafu,0.0,0.0,0.0,0.0,2016,1.0,0.0
Andre Williams,0.0,0.0,0.0,0.0,2016,2.0,0.0
Le'Veon Bell,85.0,655.0,2.0,7.7,2017,106.0,6.2
Alvin Kamara,81.0,826.0,5.0,10.2,2017,100.0,8.3
Christian McCaffrey,80.0,651.0,5.0,8.1,2017,113.0,5.8
Duke Johnson,74.0,693.0,3.0,9.4,2017,93.0,7.5
Todd Gurley,64.0,788.0,6.0,12.3,2017,87.0,9.1
Carlos Hyde,59.0,350.0,0.0,5.9,2017,88.0,4.0
LeSean McCoy,59.0,448.0,2.0,7.6,2017,77.0,5.8
Melvin Gordon,58.0,476.0,4.0,8.2,2017,83.0,5.7
Mark Ingram,58.0,416.0,0.0,7.2,2017,71.0,5.9
James White,56.0,429.0,3.0,7.7,2017,72.0,6.0
Tarik Cohen,53.0,353.0,1.0,6.7,2017,71.0,5.0
Kareem Hunt,53.0,455.0,3.0,8.6,2017,63.0,7.2
Theo Riddick,53.0,444.0,2.0,8.4,2017,71.0,6.3
Jerick McKinnon,51.0,421.0,2.0,8.3,2017,68.0,6.2
Javorius Allen,46.0,250.0,2.0,5.4,2017,60.0,4.2
Shane Vereen,44.0,253.0,0.0,5.8,2017,53.0,4.8
Giovani Bernard,43.0,389.0,2.0,9.0,2017,60.0,6.5
DeMarco Murray,39.0,266.0,1.0,6.8,2017,47.0,5.7
Chris Thompson,39.0,510.0,4.0,13.1,2017,54.0,9.4
Andre Ellington,39.0,369.0,0.0,9.5,2017,59.0,6.3
Andre Ellington,33.0,297.0,0.0,9.0,2017,50.0,5.9
Andre Ellington,6.0,72.0,0.0,12.0,2017,9.0,8.0
Matt Forte,37.0,293.0,1.0,7.9,2017,45.0,6.5
Leonard Fournette,36.0,302.0,1.0,8.4,2017,48.0,6.3
Devonta Freeman,36.0,317.0,1.0,8.8,2017,47.0,6.7
Lamar Miller,36.0,327.0,3.0,9.1,2017,45.0,7.3
Charles Sims,35.0,249.0,1.0,7.1,2017,47.0,5.3
Wayne Gallman,34.0,193.0,1.0,5.7,2017,48.0,4.0
J.D. McKissic,34.0,266.0,2.0,7.8,2017,46.0,5.8
DeAndre Washington,34.0,197.0,1.0,5.8,2017,45.0,4.4
Kyle Juszczyk,33.0,315.0,1.0,9.5,2017,42.0,7.5
Danny Woodhead,33.0,200.0,0.0,6.1,2017,39.0,5.1
Kenyan Drake,32.0,239.0,1.0,7.5,2017,48.0,5.0
Dion Lewis,32.0,214.0,3.0,6.7,2017,35.0,6.1
Devontae Booker,30.0,275.0,0.0,9.2,2017,38.0,7.2
Rex Burkhead,30.0,254.0,3.0,8.5,2017,36.0,7.1
Joe Mixon,30.0,287.0,0.0,9.6,2017,34.0,8.4
T.J. Yeldon,30.0,224.0,0.0,7.5,2017,41.0,5.5
Frank Gore,29.0,245.0,1.0,8.4,2017,38.0,6.4
C.J. Anderson,28.0,224.0,1.0,8.0,2017,40.0,5.6
Isaiah Crowell,28.0,182.0,0.0,6.5,2017,42.0,4.3
Tevin Coleman,27.0,299.0,3.0,11.1,2017,39.0,7.7
Austin Ekeler,27.0,279.0,3.0,10.3,2017,35.0,8.0
Jalen Richard,27.0,256.0,1.0,9.5,2017,36.0,7.1
Charcandrick West,27.0,150.0,2.0,5.6,2017,34.0,4.4
Ezekiel Elliott,26.0,269.0,2.0,10.3,2017,38.0,7.1
Ameer Abdullah,25.0,162.0,1.0,6.5,2017,35.0,4.6
Jamaal Williams,25.0,262.0,2.0,10.5,2017,34.0,7.7
Jay Ajayi,24.0,158.0,1.0,6.6,2017,34.0,4.6
Jay Ajayi,14.0,67.0,0.0,4.8,2017,20.0,3.4
Jay Ajayi,10.0,91.0,1.0,9.1,2017,14.0,6.5
Jamaal Charles,23.0,129.0,0.0,5.6,2017,28.0,4.6
Alex Collins,23.0,187.0,0.0,8.1,2017,36.0,5.2
Jordan Howard,23.0,125.0,0.0,5.4,2017,32.0,3.9
Ty Montgomery,23.0,173.0,1.0,7.5,2017,31.0,5.6
Bilal Powell,23.0,170.0,0.0,7.4,2017,33.0,5.2
Samaje Perine,22.0,182.0,1.0,8.3,2017,24.0,7.6
Matt Breida,21.0,180.0,1.0,8.6,2017,36.0,5.0
Chris Ivory,21.0,175.0,1.0,8.3,2017,28.0,6.3
Marlon Mack,21.0,225.0,1.0,10.7,2017,33.0,6.8
Benny Cunningham,20.0,240.0,2.0,12.0,2017,26.0,9.2
Marshawn Lynch,20.0,151.0,0.0,7.6,2017,31.0,4.9
Damien Williams,20.0,155.0,1.0,7.8,2017,28.0,5.5
Orleans Darkwa,19.0,116.0,0.0,6.1,2017,28.0,4.1
Rod Smith,19.0,202.0,1.0,10.6,2017,23.0,8.8
Elijah McGuire,17.0,177.0,1.0,10.4,2017,26.0,6.8
Peyton Barber,16.0,114.0,0.0,7.1,2017,19.0,6.0
Travaris Cadet,16.0,119.0,0.0,7.4,2017,19.0,6.3
Travaris Cadet,3.0,26.0,0.0,8.7,2017,3.0,8.7
Travaris Cadet,13.0,93.0,0.0,7.2,2017,16.0,5.8
Mike Davis,15.0,131.0,0.0,8.7,2017,18.0,7.3
Latavius Murray,15.0,103.0,0.0,6.9,2017,17.0,6.1
Kapri Bibbs,14.0,128.0,1.0,9.1,2017,17.0,7.5
De'Anthony Thomas,14.0,143.0,2.0,10.2,2017,16.0,8.9
Mike Tolbert,14.0,78.0,0.0,5.6,2017,17.0,4.6
Wendell Smallwood,13.0,103.0,0.0,7.9,2017,18.0,5.7
Adam Shaheen,12.0,127.0,3.0,10.6,2017,14.0,9.1
Dalvin Cook,11.0,90.0,0.0,8.2,2017,16.0,5.6
Derrick Henry,11.0,136.0,1.0,12.4,2017,17.0,8.0
Adrian Peterson,11.0,70.0,0.0,6.4,2017,19.0,3.7
Adrian Peterson,2.0,4.0,0.0,2.0,2017,3.0,1.3
Adrian Peterson,9.0,66.0,0.0,7.3,2017,16.0,4.1
Corey Clement,10.0,123.0,2.0,12.3,2017,15.0,8.2
Kerwynn Williams,10.0,93.0,0.0,9.3,2017,15.0,6.2
Malcolm Brown,9.0,53.0,0.0,5.9,2017,11.0,4.8
Aaron Jones,9.0,22.0,0.0,2.4,2017,18.0,1.2
Doug Martin,9.0,84.0,0.0,9.3,2017,18.0,4.7
Thomas Rawls,9.0,94.0,0.0,10.4,2017,13.0,7.2
Jacquizz Rodgers,9.0,74.0,0.0,8.2,2017,11.0,6.7
Robert Turbin,9.0,56.0,0.0,6.2,2017,11.0,5.1
LeGarrette Blount,8.0,50.0,1.0,6.3,2017,8.0,6.3
Tyler Ervin,8.0,38.0,0.0,4.8,2017,11.0,3.5
Paul Perkins,8.0,46.0,0.0,5.8,2017,10.0,4.6
Jonathan Stewart,8.0,52.0,1.0,6.5,2017,15.0,3.5
Alfred Blue,7.0,54.0,0.0,7.7,2017,9.0,6.0
Chris Carson,7.0,59.0,1.0,8.4,2017,8.0,7.4
Patrick DiMarco,7.0,28.0,0.0,4.0,2017,10.0,2.8
C.J. Ham,7.0,68.0,0.0,9.7,2017,8.0,8.5
Alfred Morris,7.0,45.0,0.0,6.4,2017,9.0,5.0
Aaron Ripkowski,7.0,39.0,0.0,5.6,2017,10.0,3.9
Darren Sproles,7.0,73.0,0.0,10.4,2017,12.0,6.1
Tommy Bohanon,6.0,43.0,1.0,7.2,2017,11.0,3.9
James Develin,6.0,38.0,0.0,6.3,2017,10.0,3.8
D'Onta Foreman,6.0,83.0,0.0,13.8,2017,8.0,10.4
David Johnson,6.0,67.0,0.0,11.2,2017,9.0,7.4
Eddie Lacy,6.0,47.0,0.0,7.8,2017,6.0,7.8
Byron Marshall,6.0,36.0,0.0,6.0,2017,8.0,4.5
Jamize Olawale,6.0,33.0,0.0,5.5,2017,7.0,4.7
Branden Oliver,6.0,26.0,0.0,4.3,2017,11.0,2.4
C.J. Prosise,6.0,87.0,0.0,14.5,2017,11.0,7.9
Anthony Sherman,6.0,47.0,0.0,7.8,2017,8.0,5.9
Kenjon Barner,5.0,56.0,0.0,11.2,2017,8.0,7.0
Chris Johnson,5.0,43.0,0.0,8.6,2017,6.0,7.2
Bobby Rainey,5.0,18.0,0.0,3.6,2017,7.0,2.6
Fozzy Whittaker,5.0,47.0,1.0,9.4,2017,6.0,7.8
Matthew Dayes,4.0,29.0,0.0,7.3,2017,5.0,5.8
Jeremy Hill,4.0,16.0,0.0,4.0,2017,4.0,4.0
Akeem Hunt,4.0,31.0,0.0,7.8,2017,7.0,4.4
Andy Janovich,4.0,35.0,0.0,8.8,2017,6.0,5.8
Robert Kelley,4.0,18.0,0.0,4.5,2017,7.0,2.6
Elijhaa Penny,4.0,38.0,0.0,9.5,2017,6.0,6.3
Jay Prosch,4.0,31.0,0.0,7.8,2017,4.0,7.8
Patrick Ricard,4.0,12.0,2.0,3.0,2017,4.0,3.0
Josh Ferguson,3.0,16.0,0.0,5.3,2017,4.0,4.0
Corey Grant,3.0,41.0,0.0,13.7,2017,4.0,10.3
Devante Mays,3.0,0.0,0.0,0.0,2017,3.0,0.0
De'Veon Smith,3.0,27.0,0.0,9.0,2017,3.0,9.0
Danny Vitale,3.0,19.0,0.0,6.3,2017,5.0,3.8
Terron Ward,3.0,14.0,0.0,4.7,2017,3.0,4.7
Michael Burton,2.0,8.0,0.0,4.0,2017,4.0,2.0
Derrick Coleman,2.0,20.0,0.0,10.0,2017,7.0,2.9
Tion Green,2.0,14.0,0.0,7.0,2017,2.0,7.0
De'Angelo Henderson,2.0,36.0,1.0,18.0,2017,2.0,18.0
Brian Hill,2.0,36.0,0.0,18.0,2017,2.0,18.0
Zach Line,2.0,8.0,1.0,4.0,2017,5.0,1.6
Tre Madden,2.0,65.0,0.0,32.5,2017,2.0,32.5
Marcus Murphy,2.0,7.0,0.0,3.5,2017,2.0,3.5
Roosevelt Nix,2.0,6.0,1.0,3.0,2017,3.0,2.0
Fitzgerald Toussaint,2.0,9.0,0.0,4.5,2017,3.0,3.0
Dwayne Washington,2.0,14.0,0.0,7.0,2017,2.0,7.0
Derek Watt,2.0,35.0,0.0,17.5,2017,3.0,11.7
Terrance West,2.0,23.0,0.0,11.5,2017,4.0,5.8
Cameron Artis-Payne,1.0,2.0,0.0,2.0,2017,1.0,2.0
Brandon Bolden,1.0,7.0,0.0,7.0,2017,4.0,1.8
Lance Dunbar,1.0,1.0,0.0,1.0,2017,3.0,0.3
Mike Gillislee,1.0,15.0,0.0,15.0,2017,1.0,15.0
Taiwan Jones,1.0,11.0,0.0,11.0,2017,2.0,5.5
Joe Kerridge,1.0,3.0,0.0,3.0,2017,1.0,3.0
Senorise Perry,1.0,3.0,0.0,3.0,2017,1.0,3.0
James Conner,0.0,0.0,0.0,0.0,2017,1.0,0.0
LeShun Daniels,0.0,0.0,0.0,0.0,2017,0.0,0.0
Justin Davis,0.0,0.0,0.0,0.0,2017,0.0,0.0
Trey Edmunds,0.0,0.0,0.0,0.0,2017,0.0,0.0
David Fluellen,0.0,0.0,0.0,0.0,2017,1.0,0.0
Jalston Fowler,0.0,0.0,0.0,0.0,2017,1.0,0.0
Bronson Hill,0.0,0.0,0.0,0.0,2017,0.0,0.0
Matt Jones,0.0,0.0,0.0,0.0,2017,0.0,0.0
John Kuhn,0.0,0.0,0.0,0.0,2017,0.0,0.0
Darren McFadden,0.0,0.0,0.0,0.0,2017,0.0,0.0
Raheem Mostert,0.0,0.0,0.0,0.0,2017,0.0,0.0
Stevan Ridley,0.0,0.0,0.0,0.0,2017,0.0,0.0
C.J. Spiller,0.0,0.0,0.0,0.0,2017,2.0,0.0
Terrell Watson,0.0,0.0,0.0,0.0,2017,0.0,0.0
Andre Williams,0.0,0.0,0.0,0.0,2017,0.0,0.0
Marquez Williams,0.0,0.0,0.0,0.0,2017,1.0,0.0
Zach Zenner,0.0,0.0,0.0,0.0,2017,1.0,0.0
Christian McCaffrey,107.0,867.0,6.0,8.1,2018,124.0,7.0
Saquon Barkley,91.0,721.0,4.0,7.9,2018,121.0,6.0
James White,87.0,751.0,7.0,8.6,2018,123.0,6.1
Alvin Kamara,81.0,709.0,4.0,8.8,2018,105.0,6.8
Ezekiel Elliott,77.0,567.0,3.0,7.4,2018,95.0,6.0
Tarik Cohen,71.0,725.0,5.0,10.2,2018,91.0,8.0
Jalen Richard,68.0,607.0,0.0,8.9,2018,81.0,7.5
Nyheim Hines,63.0,425.0,2.0,6.7,2018,81.0,5.2
Theo Riddick,61.0,384.0,0.0,6.3,2018,74.0,5.2
Todd Gurley,59.0,580.0,4.0,9.8,2018,81.0,7.2
Dion Lewis,59.0,400.0,1.0,6.8,2018,67.0,6.0
James Conner,55.0,497.0,1.0,9.0,2018,71.0,7.0
T.J. Yeldon,55.0,487.0,4.0,8.9,2018,78.0,6.2
Kenyan Drake,53.0,477.0,5.0,9.0,2018,73.0,6.5
Melvin Gordon,50.0,490.0,4.0,9.8,2018,66.0,7.4
David Johnson,50.0,446.0,3.0,8.9,2018,76.0,5.9
Duke Johnson,47.0,429.0,3.0,9.1,2018,62.0,6.9
Joe Mixon,43.0,296.0,1.0,6.9,2018,55.0,5.4
Chris Thompson,41.0,268.0,1.0,6.5,2018,55.0,4.9
Dalvin Cook,40.0,305.0,2.0,7.6,2018,49.0,6.2
Austin Ekeler,39.0,404.0,3.0,10.4,2018,53.0,7.6
Devontae Booker,38.0,275.0,0.0,7.2,2018,51.0,5.4
Jacquizz Rodgers,38.0,304.0,0.0,8.0,2018,45.0,6.8
Javorius Allen,35.0,196.0,2.0,5.6,2018,43.0,4.6
Giovani Bernard,35.0,218.0,0.0,6.2,2018,48.0,4.5
Phillip Lindsay,35.0,241.0,1.0,6.9,2018,47.0,5.1
Mike Davis,34.0,214.0,1.0,6.3,2018,42.0,5.1
LeSean McCoy,34.0,238.0,0.0,7.0,2018,46.0,5.2
Tevin Coleman,32.0,276.0,5.0,8.6,2018,44.0,6.3
Kerryon Johnson,32.0,213.0,1.0,6.7,2018,39.0,5.5
Kyle Juszczyk,30.0,324.0,1.0,10.8,2018,41.0,7.9
Wendell Smallwood,28.0,230.0,2.0,8.2,2018,35.0,6.6
Matt Breida,27.0,261.0,2.0,9.7,2018,31.0,8.4
Ito Smith,27.0,152.0,0.0,5.6,2018,32.0,4.8
Jamaal Williams,27.0,210.0,0.0,7.8,2018,41.0,5.1
Kareem Hunt,26.0,378.0,7.0,14.5,2018,35.0,10.8
Aaron Jones,26.0,206.0,1.0,7.9,2018,35.0,5.9
Jaylen Samuels,26.0,199.0,3.0,7.7,2018,29.0,6.9
Lamar Miller,25.0,163.0,1.0,6.5,2018,35.0,4.7
Damien Williams,23.0,160.0,2.0,7.0,2018,24.0,6.7
Corey Clement,22.0,192.0,0.0,8.7,2018,25.0,7.7
Leonard Fournette,22.0,185.0,1.0,8.4,2018,26.0,7.1
Latavius Murray,22.0,141.0,0.0,6.4,2018,26.0,5.4
Isaiah Crowell,21.0,152.0,0.0,7.2,2018,28.0,5.4
Mark Ingram,21.0,170.0,1.0,8.1,2018,27.0,6.3
Peyton Barber,20.0,92.0,1.0,4.6,2018,29.0,3.2
Alfred Blue,20.0,154.0,0.0,7.7,2018,27.0,5.7
Chris Carson,20.0,163.0,0.0,8.2,2018,24.0,6.8
Nick Chubb,20.0,149.0,2.0,7.5,2018,29.0,5.1
Chase Edmonds,20.0,103.0,0.0,5.2,2018,23.0,4.5
Jordan Howard,20.0,145.0,0.0,7.3,2018,26.0,5.6
Adrian Peterson,20.0,208.0,1.0,10.4,2018,26.0,8.0
Spencer Ware,20.0,224.0,0.0,11.2,2018,23.0,9.7
Anthony Firkser,19.0,225.0,1.0,11.8,2018,20.0,11.3
Elijah McGuire,19.0,193.0,1.0,10.2,2018,31.0,6.2
Doug Martin,18.0,116.0,0.0,6.4,2018,24.0,4.8
Trenton Cannon,17.0,144.0,0.0,8.5,2018,25.0,5.8
Marlon Mack,17.0,103.0,1.0,6.1,2018,26.0,4.0
Jordan Wilkins,16.0,85.0,0.0,5.3,2018,17.0,5.0
Kapri Bibbs,16.0,115.0,1.0,7.2,2018,23.0,5.0
Kapri Bibbs,13.0,102.0,1.0,7.8,2018,18.0,5.7
Kapri Bibbs,3.0,13.0,0.0,4.3,2018,5.0,2.6
Alex Collins,15.0,105.0,1.0,7.0,2018,21.0,5.0
Derrick Henry,15.0,99.0,0.0,6.6,2018,18.0,5.5
Justin Jackson,15.0,135.0,0.0,9.0,2018,19.0,7.1
Marshawn Lynch,15.0,84.0,0.0,5.6,2018,20.0,4.2
Darren Sproles,15.0,160.0,2.0,10.7,2018,23.0,7.0
Rex Burkhead,14.0,131.0,1.0,9.4,2018,20.0,6.6
Royce Freeman,14.0,72.0,0.0,5.1,2018,20.0,3.6
Wayne Gallman,14.0,89.0,0.0,6.4,2018,22.0,4.0
Chris Ivory,13.0,205.0,0.0,15.8,2018,21.0,9.8
James Develin,12.0,61.0,0.0,5.1,2018,17.0,3.6
Frank Gore,12.0,124.0,1.0,10.3,2018,16.0,7.8
Jeff Wilson,12.0,98.0,0.0,8.2,2018,15.0,6.5
C.J. Ham,11.0,85.0,0.0,7.7,2018,15.0,5.7
Marcus Murphy,11.0,26.0,0.0,2.4,2018,19.0,1.4
Bilal Powell,11.0,110.0,1.0,10.0,2018,18.0,6.1
LeGarrette Blount,10.0,67.0,0.0,6.7,2018,15.0,4.5
Carlos Hyde,10.0,33.0,0.0,3.3,2018,16.0,2.1
Carlos Hyde,6.0,29.0,0.0,4.8,2018,9.0,3.2
Carlos Hyde,4.0,4.0,0.0,1.0,2018,7.0,0.6
Kalen Ballage,9.0,56.0,0.0,6.2,2018,11.0,5.1
Corey Grant,9.0,67.0,0.0,7.4,2018,12.0,5.6
Dontrell Hilliard,9.0,105.0,0.0,11.7,2018,10.0,10.5
Rashaad Penny,9.0,75.0,0.0,8.3,2018,12.0,6.3
Rod Smith,9.0,60.0,0.0,6.7,2018,12.0,5.0
Andy Janovich,8.0,112.0,1.0,14.0,2018,10.0,11.2
Taquan Mizzell,8.0,78.0,1.0,9.8,2018,10.0,7.8
Alfred Morris,8.0,73.0,0.0,9.1,2018,13.0,5.6
Elijhaa Penny,8.0,50.0,0.0,6.3,2018,9.0,5.6
Anthony Sherman,8.0,96.0,1.0,12.0,2018,9.0,10.7
Josh Adams,7.0,58.0,0.0,8.3,2018,13.0,4.5
Ronald Jones II,7.0,33.0,0.0,4.7,2018,9.0,3.7
T.J. Logan,7.0,37.0,0.0,5.3,2018,7.0,5.3
Sony Michel,7.0,50.0,0.0,7.1,2018,11.0,4.5
Zach Zenner,7.0,56.0,0.0,8.0,2018,10.0,5.6
Tommy Bohanon,6.0,41.0,0.0,6.8,2018,9.0,4.6
Kenneth Dixon,6.0,51.0,0.0,8.5,2018,7.0,7.3
Raheem Mostert,6.0,25.0,0.0,4.2,2018,7.0,3.6
Jay Ajayi,5.0,20.0,0.0,4.0,2018,6.0,3.3
Malcolm Brown,5.0,52.0,1.0,10.4,2018,7.0,7.4
Devonta Freeman,5.0,23.0,0.0,4.6,2018,7.0,3.3
Zach Line,5.0,14.0,2.0,2.8,2018,10.0,1.4
Mark Walton,5.0,41.0,0.0,8.2,2018,8.0,5.1
C.J. Anderson,5.0,41.0,1.0,8.2,2018,9.0,4.6
C.J. Anderson,1.0,24.0,1.0,24.0,2018,3.0,8.0
C.J. Anderson,4.0,17.0,0.0,4.3,2018,6.0,2.8
Nick Bellore,4.0,15.0,0.0,3.8,2018,4.0,3.8
Byron Marshall,4.0,30.0,0.0,7.5,2018,6.0,5.0
Roosevelt Nix,4.0,38.0,0.0,9.5,2018,6.0,6.3
Cameron Artis-Payne,3.0,15.0,0.0,5.0,2018,4.0,3.8
Brandon Bolden,3.0,13.0,1.0,4.3,2018,3.0,4.3
Patrick DiMarco,3.0,62.0,0.0,20.7,2018,4.0,15.5
Tyler Ervin,3.0,35.0,0.0,11.7,2018,3.0,11.7
Keith Ford,3.0,21.0,0.0,7.0,2018,5.0,4.2
Ricky Ortiz,3.0,11.0,0.0,3.7,2018,4.0,2.8
Samaje Perine,3.0,5.0,0.0,1.7,2018,4.0,1.3
